MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,84.79016135,9997.211846,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Feedr,Norm,TwnhsE,1.5Fin,5,7,2006.210673,1981.326001,Hip,CompShg,HdBoard,ImStucc,None,172.7071003,TA,TA,CBlock,,TA,Gd,ALQ,562.2662155,,0,471.1246568,682.344253,Grav,TA,Y,,648.4290178,0,22.18367972,924.699606,0,0,1,0,2,1,TA,5,Maj1,0,,Basment,1973.760983,Unf,1,387.1046862,TA,TA,Y,169.857959,35.34634443,0,25.16451465,41.00039079,14.25058502,,,TenC,0,6,2007,New,AdjLand,112237.6038
20,RL,110.9860824,6705.165806,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1965.485462,1985.061119,Hip,CompShg,BrkComm,Stucco,None,22.82564952,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,1034.012455,1248.449299,GasA,Ex,Y,SBrkr,1513.668171,0,48.41473375,1345.615343,0,0,2,0,3,1,TA,5,Typ,0,,Attchd,1992.418258,Unf,2,507.2990188,TA,TA,Y,24.40481051,33.84396617,66.30991131,512.9046414,0,0,,GdWo,,0,5,2009,WD,Alloca,152812.6313
30,RM,41.35012754,990.8600891,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1912.528773,2000.571633,Gable,CompShg,MetalSd,MetalSd,Stone,298.4305989,TA,Gd,CBlock,TA,TA,No,BLQ,300.7372906,Unf,171.7138247,278,651.2761266,GasA,TA,Y,SBrkr,791.8302065,144.2375744,0,1140.224703,1,0,1,0,2,1,Gd,4,Typ,2,Fa,2Types,1921.210355,Unf,1,162.0372114,Gd,TA,Y,0,30.50587331,168.1850361,15.81022382,38.22944691,29.88772212,,MnPrv,,319.1149448,2,2010,COD,Abnorml,172605.9193
50,RL,88.7547083,5889.43443,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,RRAn,1Fam,1.5Fin,6,7,1938.537317,1972.999043,Gambrel,CompShg,Wd Sdng,Wd Sdng,BrkCmn,16.20287296,TA,Gd,CBlock,TA,Po,No,Rec,655.4656107,Unf,0,451.7220294,953.8148191,GasA,TA,Y,SBrkr,1182.451142,1388.65925,13.1750431,1750.079251,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1933.826662,RFn,2,619.3113556,TA,TA,Y,34.79941184,0,0,13.61783556,138.6425585,0,,GdPrv,,0,6,2006,WD,Normal,56773.60394
20,RL,,6107.019438,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954.008409,1932.701742,Gable,WdShngl,MetalSd,MetalSd,None,0,Gd,TA,Slab,TA,,,GLQ,0,,43.69731095,58.00139041,0,GasA,TA,N,SBrkr,1095.539989,0,49.86526279,1033.663766,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1980.839859,RFn,1,259.2587438,TA,Po,Y,0,30.76461339,0,5.243202795,0,26.3276026,Ex,MnPrv,Gar2,825.7295415,7,2007,ConLD,Normal,58225.49009
90,FV,46.41365363,6133.90401,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,RRAe,TwnhsE,1Story,7,5,2023.142581,1986.68157,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.06353924,TA,TA,PConc,Gd,TA,No,ALQ,1446.515619,Unf,0,195.5527944,923.0308045,GasA,TA,Y,SBrkr,1421.46981,0,0,1693.261436,1,0,2,0,2,1,TA,6,Min2,1,TA,Attchd,1984.450718,Fin,2,598.6678791,Gd,Gd,Y,0,79.0226226,25.65166379,6.336468591,102.6592988,2.379715331,,GdWo,Shed,0,7,2006,WD,Normal,186773.2598
20,RL,63.78477765,9972.475745,Grvl,,IR1,Lvl,AllPub,FR3,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2026.118595,2007.319902,Gable,CompShg,VinylSd,VinylSd,None,13.1093585,Gd,TA,Stone,Gd,TA,Mn,Unf,430.1294072,Unf,34.16227323,1710.225939,1200.22568,GasA,Ex,Y,SBrkr,1475.591255,21.0460093,24.41785518,1185.285709,0,0,2,0,2,1,Gd,5,Typ,0,,BuiltIn,2000.328702,RFn,2,584.8832955,TA,Ex,Y,481.6694719,13.11285496,0,12.28579711,0,0,,,,0,4,2006,Con,Partial,179174.6753
20,RH,79.05708438,5281.083523,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,6,1928.930604,1951.539914,Gable,CompShg,WdShing,MetalSd,None,0,TA,Fa,CBlock,TA,TA,Gd,Rec,255.9451374,Unf,0,644.4505904,803.8484648,GasA,Gd,Y,SBrkr,1290.814807,373.8413771,0,1036.540305,0,0,1,0,2,1,TA,5,Maj2,0,,Attchd,1944.864443,RFn,1,466.0872327,TA,TA,Y,0,0,0,0,1.864721631,0,Ex,,,234.8315516,6,2009,ConLD,Normal,128259.4988
20,RL,56.22244739,2269.617727,Pave,,Reg,Lvl,NoSeWa,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2012.920786,2003.031951,Gable,CompShg,VinylSd,VinylSd,BrkFace,151.4454621,Gd,TA,PConc,Gd,TA,No,,726.1726399,Unf,0,421.4445245,1275.942847,Grav,Ex,Y,SBrkr,1403.386248,0,0,1276.426066,1,0,2,0,2,1,Gd,6,Maj1,0,,Attchd,2011.360599,RFn,2,660.5653512,TA,TA,P,55.72449504,54,0,9.294108469,11.65243612,0,Ex,,Shed,0,9,2007,New,AdjLand,193771.9644
120,RL,74.9537125,2641.553205,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2016.420315,2007.989246,Hip,CompShg,MetalSd,MetalSd,BrkFace,386.7747131,Ex,TA,PConc,Ex,TA,Mn,GLQ,901.5972611,Unf,0,512.2681545,1840.248243,GasA,Ex,Y,SBrkr,1635.435147,0,25.92810132,1636.026736,1,0,2,0,2,1,Ex,6,Min1,1,Gd,2Types,1990.633819,Fin,2,574.2578262,TA,TA,Y,171.6458719,0.301781759,0,34.80675475,0,30.89097388,Gd,,,0,8,2007,WD,Normal,254193.0342
60,RL,109.434616,12830.94002,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1968.488214,1984.999686,Hip,CompShg,HdBoard,Other,BrkFace,550.4693556,Gd,TA,CBlock,Gd,TA,No,Unf,42.8315655,Unf,0,1406.956054,1280.351179,GasA,Ex,Y,FuseA,1151.035499,1167.089195,5.560006817,2636.639458,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1987.108724,Unf,2,311.0067159,TA,TA,Y,152.7572659,92.71801856,49.53140076,10.06057546,62.82679765,2.880392161,,,TenC,594.6434881,4,2006,WD,Normal,237487.6026
60,RL,,10867.3612,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002.5469,1998.514373,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,Mn,GLQ,659.4366872,GLQ,147.3395302,77.78791033,997.0993847,Floor,Ex,Y,SBrkr,1072.343206,753.6180962,1.047117099,2163.273128,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,1990.536785,Unf,2,532.7039132,TA,Gd,Y,272.7904388,70.85554506,20.89648332,13.39069517,0,40.25682745,Ex,MnPrv,,0,5,2010,WD,Normal,242975.5232
20,RL,82.20065302,4150.640103,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1964.560108,1949.914608,Hip,CompShg,VinylSd,Plywood,None,0,Gd,TA,CBlock,,,,,281.227328,,0,42.06139647,0,GasA,Po,Y,FuseF,1249.074422,182.8305241,0,916.3198505,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1948.456408,Unf,2,561.8710088,TA,TA,Y,0,0,0,10.82430177,0,0,,GdPrv,,369.7173318,6,2006,WD,Alloca,135155.6923
20,RL,64.57549412,7045.111733,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Fin,5,6,1946.94458,1991.695292,Gable,WdShake,Wd Sdng,Wd Sdng,None,107.8101785,TA,TA,BrkTil,Ex,TA,No,Rec,945.7699111,Unf,188.0007277,392.8533481,885.299009,GasA,Fa,Y,SBrkr,1239.152118,174.7709208,0,1473.30274,1,0,1,0,3,1,TA,6,Maj1,0,,Attchd,1947.73827,RFn,1,116.5530508,TA,TA,Y,4.765221157,30.49782759,32.19606397,6.249718276,14.57229276,6.818165652,,,,0,8,2007,ConLI,Normal,147967.7949
75,RL,,28705.13811,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,2fmCon,2Story,5,5,1963.944356,1958.201872,Flat,Tar&Grv,Plywood,Plywood,None,1.290490993,TA,TA,PConc,TA,Po,Gd,LwQ,249,ALQ,700.3387416,67.24509071,1074.570153,GasA,TA,N,SBrkr,879.2651141,1340.006552,19.18032887,2269.330062,0,1,2,1,3,1,Fa,7,Min2,0,,,1958.048778,Fin,2,452.9300289,TA,TA,Y,439.3964167,0,19.62156283,10.63734159,223.208298,8.389762416,,MnPrv,,0,6,2009,WD,Abnorml,145264.3505
120,RL,43.66385185,12042.10655,Pave,,IR2,Lvl,NoSeWa,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,1977.563339,1998.569848,Hip,CompShg,MetalSd,MetalSd,BrkFace,280.1997871,Gd,TA,PConc,Gd,TA,No,GLQ,1156.223394,Unf,72.75185113,771.2912039,1258.747794,GasA,Gd,Y,FuseF,1349.582227,509.4482596,1.07696258,1080.50039,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2009.333283,Fin,2,547.4846194,TA,TA,Y,191.6806678,10.92895321,0,0,35.7292114,7.157414639,,,,128.0856766,12,2009,WD,Normal,339433.3642
20,RL,95.49891795,7540.303445,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,PosN,1Fam,1Story,5,6,1995.454642,1975.385957,Gable,CompShg,Plywood,Plywood,BrkFace,127.1653258,TA,TA,CBlock,Gd,TA,No,BLQ,763.9798235,Unf,56.17869069,513.5527734,1154.742873,GasA,TA,Y,SBrkr,1186.059516,0,0,919.9075496,0,0,1,0,3,1,Ex,6,Typ,0,,Detchd,1996.608657,RFn,2,632.2139778,TA,TA,Y,181.2101334,0,18.72735396,4.013314536,26.04739338,6.835882708,,MnPrv,,0,7,2009,ConLI,Normal,167179.9265
70,RM,63.72346207,6562.973512,Pave,Grvl,IR2,Bnk,AllPub,Inside,Gtl,NoRidge,PosN,Norm,1Fam,2Story,7,7,1921.115434,1989.866931,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Ex,Gd,Gd,LwQ,322.1500129,Unf,46.23648519,716.6635131,819.0712179,Grav,Ex,Y,FuseP,796.4183913,999.9572168,11.12030415,1718.91712,0,1,1,1,3,1,Ex,6,Typ,1,Fa,Detchd,1907.999439,Unf,2,540.6898452,Fa,Fa,Y,71.44341073,0,264.8291632,0,26.20138732,21.71510783,,,,0,8,2006,WD,Normal,131088.3352
120,RL,11.68342504,11014.34832,Pave,,IR2,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,1989.267491,1995.26309,Shed,ClyTile,BrkFace,Stucco,None,91.3060982,Gd,TA,PConc,Gd,TA,No,GLQ,785.2063199,Unf,0,470.22662,1345.8688,GasA,Gd,Y,FuseF,1019.910654,215.0924587,0,1349.407385,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1987.110831,Unf,2,240.3386321,TA,TA,Y,35.71170952,63.02434011,44.24218851,5.297108031,216.4829703,0,,,,0,12,2008,WD,Normal,241580.2565
75,RM,6.31805287,7384.915948,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1970.427557,2016.48503,Gambrel,CompShg,AsphShn,HdBoard,BrkCmn,602.2217288,TA,TA,CBlock,TA,Fa,No,ALQ,406.5575293,Unf,12.43656474,65.26341689,527.8098444,GasA,Gd,Y,SBrkr,605.7138291,613.7272637,0,898.2040105,0,0,1,1,2,1,Gd,5,Typ,0,,Detchd,1969.586936,Unf,1,124.2162703,TA,TA,N,237.9969682,0,15.84779472,0,28.04590494,41.35340187,,MnWw,TenC,135.4573617,5,2009,ConLI,Normal,168539.1346
160,RM,34.88318264,8910.38215,Pave,,Reg,Lvl,AllPub,Inside,Sev,Edwards,Artery,PosA,TwnhsE,2Story,7,5,2004.485702,2005.896984,Gable,CompShg,BrkComm,VinylSd,Stone,64.82908786,Gd,Po,PConc,Ex,TA,No,Unf,11.01962669,Unf,116.7950447,1340.853821,776.1305115,GasW,Ex,Y,SBrkr,1162.797591,555.6425786,0,1546.337288,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2003.31671,Unf,2,293.5403211,TA,TA,Y,0,35.48843502,29.01132435,0,7.59242931,23.85494567,,MnPrv,,0,4,2006,WD,AdjLand,206422.5379
20,RL,63.1359906,4913.586057,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,RRAe,1Fam,1Story,7,5,2001.286948,1989.784964,Gable,Tar&Grv,MetalSd,VinylSd,Stone,90.99789313,Gd,TA,PConc,Gd,Fa,Av,GLQ,714.5493801,Unf,0,334.4103097,1268.2076,GasA,Ex,Y,,842.5172425,0,0,1358.309932,1,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2023.391516,RFn,2,623.3131546,TA,,Y,188.7632498,71.97717055,0,8.540221885,0,54.88010874,,,Shed,51.85184891,7,2006,New,Partial,163357.7231
30,RL,36.4407939,7236.251765,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,6,5,1930.867771,1942.734024,Gable,CompShg,CemntBd,Stucco,None,89.80520467,TA,TA,BrkTil,Gd,TA,No,,384,Unf,0,350.8177806,680.7511956,GasA,TA,N,,702.0533749,169.3685311,0,517.7152252,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1909.934886,Unf,1,122.3236429,Fa,TA,Y,0,191.8955839,0,3.753580102,0,3.626553917,,,,237.2825665,4,2008,WD,Normal,162898.2292
90,RH,67.22035657,5544.941673,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1979.33395,1959.173918,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,284,Unf,18.21958857,385.1255839,691.4498981,OthW,TA,N,FuseA,1345.001954,1055.832452,5.323524127,2122.377321,0,0,2,0,4,2,Fa,8,Typ,0,,2Types,1955.358644,RFn,3,725.6396182,TA,TA,Y,130.6612377,0,0,0,0,0,,,,292.2230404,8,2007,WD,Normal,144586.3652
80,RL,71.51256029,9923.861876,Pave,,Reg,Lvl,NoSeWa,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968.823444,1956.328529,Gable,CompShg,ImStucc,MetalSd,None,145.2758797,Fa,TA,CBlock,TA,TA,No,ALQ,775.9415518,Unf,7.356624481,63.50497153,1122.524849,GasA,Ex,Y,SBrkr,804.2359231,0,0,1424.529674,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1964.090455,RFn,1,332.9837088,TA,Ex,Y,301.5020155,87.85898936,20.19009556,0,51.19543632,0,,MnPrv,,0,7,2009,WD,Normal,156032.5973
20,RL,83.10535531,12267.79502,Pave,Grvl,IR1,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Feedr,1Fam,SFoyer,7,5,2008.224376,1999.15404,Gable,CompShg,ImStucc,VinylSd,BrkFace,102.3400022,Fa,TA,PConc,Gd,TA,Av,GLQ,663.8149703,Unf,108.9556253,186.8376305,1536.581092,GasA,Ex,Y,SBrkr,2035.133163,0,21.22443554,1313.506757,1,0,2,0,3,1,Ex,7,Maj1,0,,Attchd,2005.666135,RFn,2,566.149405,TA,TA,Y,97.42472972,16.46969301,1.029423772,17.10265707,0,3.522231711,,,,0,6,2007,WD,Family,216757.6446
60,RL,312.9978376,64899.66979,Pave,Grvl,IR3,Bnk,AllPub,Corner,Sev,Edwards,Feedr,Feedr,1Fam,2Story,10,5,1989.587384,2018.04676,Hip,ClyTile,Stucco,Stucco,Stone,705.0966566,TA,TA,PConc,Ex,TA,Gd,Rec,5695.300016,Unf,133.261465,500.8327576,6009.028978,GasA,Ex,Y,SBrkr,4375.508226,568.8752705,0,5540.881154,2,0,2,1,3,1,Ex,12,Typ,3,Gd,Attchd,2011.295674,Unf,2,1394.294154,Ex,Ex,Y,203.6672981,218.7966457,42.26500887,18.5860549,0,500.355576,Gd,,,0,1,2008,New,Partial,171270.8688
20,RL,61.11682674,5232.189258,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1987.372693,2000.830577,Hip,CompShg,BrkFace,BrkFace,None,67.43287653,TA,TA,CBlock,TA,TA,No,LwQ,466.2601659,Rec,879.3485494,401.8736531,1081.610451,Wall,Ex,Y,SBrkr,1332.741406,239.1487566,0,1158.224055,1,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1961.980323,RFn,1,453.8962724,TA,TA,P,211.1036191,0,22.01373857,0,0,18.40406669,,GdPrv,,281.1067465,5,2010,WD,Normal,155031.7357
20,RL,111.9380588,21336.53416,Pave,,IR2,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2009.412947,1992.380296,Mansard,Membran,VinylSd,VinylSd,Stone,60.43911452,Gd,TA,PConc,Ex,TA,Av,LwQ,1517.381326,Unf,119.9040744,256,1329.685153,Grav,Ex,Y,SBrkr,1461.504429,110.7792048,0,2101.524404,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1987.709502,Fin,2,403.6589013,TA,TA,P,197.0751102,30.40145076,0,0,0,0,,,TenC,0,6,2009,WD,Normal,275079.3444
70,RM,76.99537852,6464.629574,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,PosA,Norm,1Fam,1Story,6,7,1933.809521,1999.203611,Gable,CompShg,Stone,CmentBd,None,0,TA,TA,CBlock,TA,Po,No,Unf,0,Unf,34.06977319,459.6447143,472.3451427,GasA,Fa,N,FuseP,446.0899746,670.2874492,0,1207.557601,0,0,1,0,3,1,TA,7,Typ,0,,CarPort,1922.702986,Unf,1,277.4505818,TA,Fa,N,58.02107046,206.7846556,2.234367196,0,15.63685662,53.50952583,,,,178.7558188,10,2006,WD,AdjLand,94369.15142
60,RL,89.02143302,16305.50546,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1970.060032,1972.716448,Gable,WdShake,WdShing,Plywood,None,14.02044664,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,10.46734359,894.7156987,751.7921923,GasW,TA,Y,SBrkr,1003.960204,512.1797263,14.150266,1899.705408,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1970.1228,RFn,2,684.9727476,TA,TA,Y,18.0467119,9.466738394,0,0,297.5425391,17.82338275,,,,0,11,2007,WD,Normal,187143.2807
60,RL,20.67374499,31426.58012,Grvl,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,TwnhsE,2Story,7,5,2006.850359,1988.782012,Hip,CompShg,MetalSd,MetalSd,BrkFace,433.5162921,Gd,TA,PConc,Ex,TA,Gd,GLQ,1069.315813,Unf,5.166256695,598.0550454,1186.091375,GasA,Ex,Y,SBrkr,1611.679037,1283.13108,0,2356.962443,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1979.508296,RFn,2,566.5873787,Po,TA,Y,309.8979122,19.98117128,0,14.52756259,0,0,,GdWo,Othr,0,4,2006,WD,Normal,320603.7594
30,RL,,14658.77073,Grvl,,IR2,HLS,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,Duplex,1Story,4,5,1909.901711,1939.574635,Gable,CompShg,WdShing,Wd Shng,None,26.80686047,TA,TA,BrkTil,TA,TA,No,Rec,266,Unf,108.0682264,574.814869,555.3376469,GasA,TA,Y,FuseA,706.3322341,289.2639325,0,573.429584,0,0,1,0,2,1,Fa,4,Typ,2,TA,,,,0,0,,,Y,58.79946447,0,0,0,0,15.89374399,Gd,MnPrv,,31.20352247,4,2006,WD,Abnorml,90991.44373
20,C (all),57.86852653,13978.73304,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,5,9,1965.472243,2001.346128,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,91.35887944,Unf,15.22972423,175,1171.810578,GasA,Ex,Y,SBrkr,779.1909057,0,1.870200257,839.6412091,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1977.613172,Fin,1,268.3036781,TA,TA,Y,0,22.41259273,21.67492215,0,37.87196684,5.049900529,Fa,GdWo,,328.9203686,10,2008,WD,Normal,29152.19407
60,RL,,6898.802668,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1969.511953,2000.802912,Shed,CompShg,HdBoard,Stone,BrkFace,121.8666684,Ex,Ex,CBlock,TA,TA,Mn,BLQ,549.2669788,Unf,0,417.398272,1335.476888,GasA,TA,Y,SBrkr,1359.474578,1374.373532,0,2740.399942,1,0,2,1,4,1,Gd,9,Typ,1,Gd,CarPort,1942.029213,Unf,2,739.0950185,TA,TA,Y,39.01697017,102.3287483,16.95884228,0,181.9845418,21.07768768,Ex,,TenC,0,8,2006,WD,Family,251469.2869
20,RL,,12695.41798,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1937.161861,1975.4269,Gable,Metal,Wd Sdng,Wd Sdng,BrkFace,34.60180775,TA,TA,CBlock,TA,TA,No,BLQ,1253.057978,Unf,0,327.2002106,1732.911891,GasA,Ex,Y,FuseA,1335.100491,366.5953737,37.56476236,995.871017,1,0,2,0,3,1,TA,6,Typ,2,Gd,Attchd,1984.881063,Unf,2,603.6161299,TA,TA,Y,9.646770031,3.815371435,0,1.358763467,17.8660774,0,,MnWw,,0,12,2009,WD,Normal,191161.9627
50,RL,58.51247884,13756.21959,Pave,,Reg,HLS,AllPub,CulDSac,Gtl,Edwards,RRAn,RRAn,2fmCon,1.5Fin,6,5,1931.846101,1956.202302,Gable,CompShg,WdShing,Wd Shng,None,37.64740635,Ex,TA,Slab,TA,TA,Mn,Rec,124.1257131,Unf,0,328.1678886,562.3859027,GasA,TA,Y,SBrkr,685.674552,782.8074198,0,1366.926386,0,0,1,0,2,1,TA,6,Typ,0,,CarPort,1928.557823,Unf,1,301.4784958,TA,TA,P,0,22.69035392,41.21744654,0,57.8193054,18.28388186,,MnWw,,345.4176207,10,2009,WD,Normal,97422.58136
70,RM,47.43824929,5851.589374,Pave,,Reg,Lvl,NoSeWa,Corner,Gtl,Somerst,Norm,Artery,1Fam,2Story,5,5,1916.064941,1961.517824,Flat,CompShg,Wd Sdng,Wd Shng,None,27.82793704,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,81.07071053,634.8007803,885.7408427,GasA,TA,N,SBrkr,680.6792654,306.5961565,0,1409.312736,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1916.725186,,1,241.2473215,Fa,Fa,N,49.95839183,0,116.862899,0,2.767874781,0,,GdWo,,204.6699283,7,2009,WD,Normal,63717.22137
50,RL,71.16853096,9505.578747,Pave,Pave,IR2,Low,AllPub,Inside,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1993.170011,1988.153832,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,298.3980432,Unf,0,853.3536907,1308.368397,GasA,TA,Y,SBrkr,1868.465226,0,14.93937732,1786.831378,0,0,2,1,3,1,TA,7,Min1,1,TA,CarPort,1970.012206,RFn,2,573.0445205,Fa,Gd,Y,63.22669071,132.8060714,206.4517774,0,0,0,,GdPrv,,125.5928922,7,2006,WD,Family,230427.3969
20,RL,,8815.942141,Pave,,IR3,Lvl,NoSeWa,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,8,1949.033743,2016.657091,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,682.9618182,Unf,124.0911592,526.0621853,1479.515214,GasA,Ex,Y,SBrkr,1108.86043,0,0,997.5981722,1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1951.74933,Unf,1,176.048356,TA,TA,Y,69.3721454,174.8953585,7.830169386,0,67.2675483,0,,MnWw,,0,4,2010,Oth,Normal,119458.8488
85,RM,57.34340124,700.5595389,Pave,,Reg,Lvl,AllPub,FR3,Gtl,BrkSide,Artery,RRNn,2fmCon,1.5Unf,5,6,1947.95844,1934.710787,Gable,CompShg,MetalSd,MetalSd,None,54.21549803,TA,TA,Wood,Gd,TA,No,GLQ,643.5091016,Unf,9.490893895,90.09035736,1154.992009,GasA,Po,Y,SBrkr,1056.42662,234.9324452,0,1275.221221,1,0,1,0,2,2,TA,5,Typ,2,TA,Attchd,1955.803247,RFn,1,132.4580049,Gd,,N,0,4,0,0,0,0,Ex,,,12.9610513,1,2008,WD,Normal,136888.4197
20,C (all),,8472.312439,Pave,,IR1,Lvl,AllPub,Inside,Mod,NWAmes,PosN,Norm,Duplex,2.5Unf,6,7,1974.662453,1970.201493,Hip,Membran,BrkFace,BrkFace,None,52.07779478,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,151.1205606,1483.909904,1376.310066,GasA,Gd,Y,SBrkr,1321.793145,102.3271928,22.85942891,1661.741236,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1979.973952,RFn,2,389.2910512,TA,TA,Y,101.3044687,5.622434265,7.478225956,3.164507338,13.40583832,0,,,,619.5565538,8,2009,WD,Normal,265132.792
